County,Number of Returns,Single Returns,Joint Returns,Elderly Returns,Total Income Amount,Returns w/ Uunemployment Compensation,Unemployment Compensation Amount
Williamsburg County,12800.0,5830.0,3000.0,3260.0,438770.0,330.0,787.0
Williamsburg city,5560.0,2960.0,1820.0,1890.0,384646.0,130.0,384.0
Williamson County,397000.0,168000.0,182370.0,86900.0,36699054.0,8750.0,47524.0
Wilson County,127170.0,52820.0,52920.0,31350.0,8056719.0,2170.0,7450.0
Winchester city,13330.0,7180.0,3920.0,3420.0,839290.0,210.0,707.0
Windham County,78780.0,40130.0,28080.0,21540.0,4517950.0,4350.0,23483.0
Windsor County,30440.0,15660.0,11540.0,10620.0,1955368.0,990.0,3768.0
Winkler County,3220.0,1290.0,1370.0,550.0,229555.0,110.0,486.0
Winn Parish,4860.0,1850.0,1850.0,1220.0,234588.0,180.0,776.0
Winnebago County,225420.0,110880.0,80820.0,58520.0,13139046.0,10690.0,54555.0
Winneshiek County,9380.0,4350.0,4390.0,3250.0,551591.0,580.0,2894.0
Winona County,22630.0,11630.0,8950.0,6490.0,1322342.0,830.0,3799.0
Winston County,16480.0,6370.0,6660.0,4230.0,750846.0,540.0,1520.0
Wirt County,2240.0,820.0,1130.0,640.0,95839.0,190.0,805.0
Wisconsin,2866310.0,1437680.0,1117900.0,771280.0,187166929.0,97660.0,365971.0
Wise County,42580.0,16690.0,20140.0,10390.0,2423332.0,1190.0,5016.0
Wolfe County,2360.0,890.0,1010.0,520.0,82371.0,150.0,442.0
Wood County,157070.0,72500.0,63420.0,46960.0,9122074.0,6000.0,23906.0
Woodbury County,47200.0,22600.0,16800.0,10850.0,2524702.0,2150.0,9275.0
Woodford County,30590.0,12950.0,14480.0,9150.0,2176309.0,1080.0,5376.0
Woodruff County,2550.0,1000.0,840.0,710.0,104923.0,100.0,297.0
Woods County,3580.0,1610.0,1580.0,1110.0,220263.0,50.0,179.0
Woodson County,1420.0,630.0,640.0,550.0,57725.0,40.0,135.0
Woodward County,8350.0,3330.0,3830.0,2240.0,438226.0,150.0,662.0
Worcester County,436940.0,219250.0,157930.0,107210.0,32216153.0,23730.0,159508.0
Worth County,12730.0,5150.0,5070.0,3540.0,579353.0,380.0,1174.0
Wrangell City and Bo,1090.0,540.0,430.0,380.0,57530.0,170.0,410.0
Wright County,78090.0,34900.0,35120.0,18100.0,5293671.0,4030.0,21130.0
Wyandot County,11140.0,4900.0,4060.0,3100.0,579035.0,290.0,1164.0
Wyandotte County,71880.0,34850.0,20760.0,14210.0,3021443.0,2680.0,9442.0
Wyoming,271460.0,126120.0,113420.0,74260.0,20744226.0,10840.0,46956.0
Wyoming County,38390.0,17620.0,16300.0,11220.0,2015971.0,2460.0,10809.0
Wythe County,12500.0,5340.0,5390.0,3430.0,575630.0,700.0,1585.0
Yadkin County,16410.0,6680.0,7320.0,4480.0,812134.0,170.0,406.0
Yakima County,110930.0,48150.0,39480.0,23450.0,5783073.0,9380.0,35279.0
Yakutat City and Bor,250.0,130.0,90.0,70.0,13451.0,50.0,123.0
Yalobusha County,5410.0,2210.0,1690.0,1380.0,211467.0,150.0,336.0
Yamhill County,46850.0,20620.0,20200.0,12890.0,3078552.0,1970.0,8848.0
Yancey County,7620.0,2980.0,3700.0,2460.0,343399.0,100.0,294.0
Yankton County,11020.0,5360.0,4400.0,3140.0,678317.0,130.0,516.0
Yates County,10980.0,5190.0,4580.0,3580.0,567069.0,360.0,1470.0
Yavapai County,108330.0,49500.0,47000.0,48900.0,6140519.0,1900.0,7022.0
Yazoo County,9310.0,3610.0,2300.0,2050.0,369698.0,210.0,535.0
Yell County,8260.0,3160.0,3430.0,1930.0,333468.0,280.0,954.0
Yellow Medicine Coun,4870.0,2260.0,2110.0,1550.0,272484.0,190.0,961.0
Yellowstone County,77900.0,38490.0,29930.0,21060.0,5061967.0,3380.0,13829.0
Yoakum County,3630.0,1310.0,1730.0,700.0,222391.0,50.0,220.0
Yolo County,90490.0,43690.0,34270.0,20960.0,6932748.0,6090.0,30234.0
York County,495830.0,227700.0,200400.0,130390.0,32412121.0,18000.0,75811.0
Young County,7720.0,2980.0,3700.0,2400.0,468739.0,130.0,614.0
Yuba County,30010.0,12480.0,11900.0,6070.0,1462270.0,2820.0,12987.0
Yukon-Koyukuk Census,2750.0,1610.0,630.0,610.0,93372.0,750.0,1794.0
Yuma County,90380.0,32630.0,35570.0,19280.0,4036734.0,13950.0,62020.0
Zapata County,5050.0,1860.0,1540.0,910.0,171371.0,280.0,1321.0
Zavala County,4330.0,1700.0,1220.0,810.0,149233.0,330.0,1384.0
Ziebach County,510.0,220.0,170.0,100.0,17718.0,0.0,0.0
