County,Number of Returns,Single Returns,Joint Returns,Elderly Returns,Total Income Amount,Returns w/ Uunemployment Compensation,Unemployment Compensation Amount
Cimarron County,1080.0,430.0,490.0,390.0,42387.0,0.0,0.0
Citrus County,67700.0,29210.0,29450.0,30920.0,3493085.0,940.0,3466.0
Clackamas County,200960.0,93890.0,85920.0,57350.0,17763137.0,7850.0,41906.0
Claiborne County,15640.0,6230.0,5850.0,3820.0,632079.0,400.0,1230.0
Claiborne Parish,5250.0,1980.0,1700.0,1540.0,247399.0,120.0,433.0
Clallam County,36260.0,16710.0,15820.0,16130.0,2191001.0,1490.0,7988.0
Clare County,13190.0,5890.0,5590.0,4530.0,563763.0,850.0,3003.0
Clarendon County,13220.0,5810.0,4200.0,3980.0,520847.0,300.0,1002.0
Clarion County,16890.0,7810.0,7400.0,5220.0,842857.0,1430.0,6246.0
Clark County,1429290.0,693620.0,472270.0,323950.0,93661964.0,57110.0,259002.0
Clarke County,75390.0,36230.0,23460.0,16920.0,4259583.0,1540.0,4778.0
Clatsop County,18830.0,9250.0,7330.0,6130.0,1052228.0,830.0,3374.0
Clay County,331280.0,146660.0,135460.0,84120.0,19450660.0,10550.0,37270.0
Clayton County,137160.0,64050.0,25760.0,21810.0,4826245.0,4080.0,12505.0
Clear Creek County,4790.0,2460.0,1880.0,1420.0,393280.0,150.0,735.0
Clearfield County,36520.0,17170.0,15250.0,10930.0,1761673.0,3220.0,14531.0
Clearwater County,7290.0,3180.0,3430.0,2480.0,376648.0,840.0,4414.0
Cleburne County,16080.0,6070.0,7830.0,5170.0,779053.0,580.0,1759.0
Clermont County,99860.0,44770.0,38740.0,25290.0,6637229.0,2700.0,12582.0
Cleveland County,167480.0,74000.0,66540.0,40170.0,10170626.0,3050.0,12784.0
Clinch County,2420.0,800.0,870.0,530.0,109093.0,60.0,105.0
Clinton County,179660.0,82600.0,73860.0,50390.0,10179205.0,7870.0,31148.0
Cloud County,4030.0,1840.0,1770.0,1410.0,175992.0,110.0,296.0
Coahoma County,9020.0,3420.0,1580.0,1960.0,331727.0,320.0,768.0
Coal County,2050.0,830.0,860.0,580.0,88922.0,70.0,337.0
Cobb County,354630.0,166360.0,126600.0,72720.0,31179186.0,6950.0,21983.0
Cochise County,52810.0,21820.0,21970.0,17590.0,2612147.0,1080.0,3687.0
Cochran County,1120.0,440.0,480.0,270.0,48892.0,30.0,114.0
Cocke County,15110.0,6310.0,5840.0,3880.0,554922.0,520.0,1452.0
Coconino County,60540.0,31570.0,19610.0,13690.0,3600184.0,1800.0,6805.0
Codington County,13840.0,6860.0,5500.0,3640.0,842791.0,290.0,1257.0
Coffee County,61880.0,25340.0,24160.0,14540.0,3074545.0,1280.0,3468.0
Coffey County,3940.0,1630.0,1930.0,1360.0,226155.0,150.0,609.0
Coke County,1400.0,550.0,680.0,500.0,70903.0,0.0,0.0
Colbert County,23940.0,10010.0,9760.0,6480.0,1267630.0,730.0,2407.0
Cole County,36620.0,17090.0,14260.0,10130.0,2298788.0,820.0,2293.0
Coleman County,3530.0,1470.0,1550.0,1240.0,154679.0,60.0,251.0
Coles County,20780.0,10120.0,7940.0,5910.0,1122424.0,780.0,3866.0
Colfax County,10420.0,4740.0,3920.0,3100.0,483102.0,190.0,896.0
Colleton County,16900.0,7340.0,5400.0,4410.0,694439.0,350.0,1074.0
Collier County,189600.0,86950.0,75140.0,73400.0,28066193.0,2280.0,7976.0
Collin County,447410.0,187140.0,205680.0,84040.0,45862666.0,12500.0,72348.0
Collingsworth County,1190.0,450.0,540.0,370.0,51922.0,0.0,0.0
Colonial Heights cit,8960.0,4350.0,2880.0,2650.0,453612.0,180.0,570.0
Colorado,2713620.0,1355220.0,1022520.0,613660.0,213444662.0,71990.0,366522.0
Colorado County,10040.0,4190.0,4240.0,3160.0,620022.0,210.0,923.0
Colquitt County,17000.0,6310.0,5710.0,3600.0,730908.0,340.0,833.0
Columbia County,218240.0,96280.0,90010.0,60100.0,13815438.0,7560.0,30158.0
Columbiana County,46740.0,20880.0,17930.0,13440.0,2212473.0,2370.0,10398.0
Columbus County,20680.0,8170.0,6990.0,5350.0,843678.0,390.0,1109.0
Colusa County,9900.0,4180.0,4050.0,2170.0,555340.0,2200.0,13405.0
Comal County,70960.0,30030.0,33400.0,21280.0,6062272.0,1420.0,7445.0
Comanche County,54010.0,22360.0,21470.0,12890.0,2561004.0,1220.0,5345.0
Concho County,1000.0,410.0,470.0,390.0,49048.0,20.0,187.0
Concordia Parish,7060.0,2610.0,2180.0,1790.0,310202.0,280.0,1059.0
Conecuh County,4670.0,1720.0,1540.0,1240.0,186169.0,130.0,292.0
Conejos County,3000.0,1240.0,1330.0,870.0,114313.0,140.0,569.0
Connecticut,1766040.0,882900.0,620500.0,465270.0,177142136.0,77010.0,477361.0
Contra Costa County,551910.0,258780.0,220550.0,142010.0,62652255.0,26560.0,133433.0
Converse County,6300.0,2650.0,2870.0,1780.0,446387.0,270.0,1058.0
Conway County,8230.0,3170.0,3720.0,2210.0,416889.0,290.0,890.0
Cook County,2543080.0,1318740.0,722660.0,540380.0,200316603.0,86930.0,501681.0
Cooke County,18590.0,7750.0,8040.0,5080.0,1175383.0,410.0,2109.0
Cooper County,7560.0,3360.0,3130.0,2150.0,352657.0,210.0,692.0
Coos County,42970.0,20250.0,17320.0,15170.0,2200096.0,2290.0,9025.0
Coosa County,3920.0,1490.0,1410.0,1050.0,169345.0,130.0,294.0
Copiah County,11590.0,4600.0,3300.0,2610.0,461769.0,220.0,711.0
Corson County,1220.0,480.0,380.0,310.0,41371.0,20.0,81.0
Cortland County,20690.0,10410.0,7440.0,5510.0,1086448.0,1050.0,5400.0
Coryell County,27710.0,10460.0,12410.0,5610.0,1223994.0,700.0,2969.0
Coshocton County,16150.0,7020.0,6510.0,4380.0,717483.0,790.0,2953.0
Costilla County,1410.0,610.0,560.0,510.0,51835.0,70.0,268.0
Cottle County,610.0,230.0,290.0,220.0,19779.0,0.0,0.0
Cotton County,2380.0,920.0,1090.0,730.0,100364.0,50.0,298.0
Cottonwood County,5580.0,2600.0,2360.0,1840.0,282993.0,470.0,1860.0
Covington County,22550.0,8750.0,8850.0,5800.0,1044508.0,690.0,2376.0
Covington city,2780.0,1350.0,920.0,810.0,108299.0,120.0,330.0
Coweta County,64360.0,26550.0,26700.0,14160.0,4434107.0,1410.0,3305.0
Cowley County,14970.0,6530.0,6150.0,4410.0,759350.0,370.0,1105.0
Cowlitz County,48500.0,21020.0,20210.0,14000.0,2817143.0,2340.0,11248.0
Craig County,7770.0,3230.0,3390.0,2280.0,335572.0,190.0,785.0
Craighead County,43220.0,18060.0,16460.0,8820.0,2432551.0,1180.0,3095.0
Crane County,1970.0,760.0,910.0,370.0,114581.0,40.0,169.0
Craven County,46020.0,19600.0,18660.0,13480.0,2442424.0,560.0,1760.0
Crawford County,149160.0,66420.0,61590.0,42980.0,7166189.0,7380.0,29163.0
Creek County,29320.0,11540.0,13260.0,7740.0,1640310.0,880.0,4199.0
Crenshaw County,5750.0,2230.0,2110.0,1400.0,243423.0,200.0,549.0
Crisp County,8190.0,3270.0,2390.0,1950.0,339862.0,150.0,322.0
Crittenden County,23910.0,9700.0,6620.0,5050.0,1080190.0,670.0,2276.0
Crockett County,7620.0,3110.0,3030.0,1910.0,364729.0,140.0,521.0
Crook County,13980.0,5790.0,6700.0,4870.0,817260.0,830.0,3644.0
Crosby County,2330.0,940.0,900.0,650.0,99168.0,40.0,178.0
Cross County,6950.0,2570.0,2680.0,1670.0,305595.0,250.0,614.0
Crow Wing County,31920.0,15070.0,13440.0,10230.0,1842109.0,1790.0,9435.0
Crowley County,1190.0,520.0,470.0,360.0,44699.0,30.0,155.0
Culberson County,1080.0,510.0,340.0,240.0,45027.0,0.0,0.0
Cullman County,34010.0,13250.0,15900.0,8470.0,1785665.0,690.0,1982.0
Culpeper County,23130.0,10000.0,9560.0,5910.0,1506622.0,420.0,1511.0
Cumberland County,529540.0,250960.0,193930.0,136790.0,32997130.0,16170.0,77783.0
Cuming County,4410.0,1940.0,2110.0,1420.0,258223.0,60.0,219.0
Currituck County,12450.0,5170.0,5710.0,3320.0,735944.0,260.0,903.0
Curry County,31170.0,13980.0,12250.0,8780.0,1399641.0,870.0,3812.0
Custer County,30720.0,13440.0,13930.0,9880.0,1676409.0,660.0,2712.0
Cuyahoga County,622050.0,324730.0,161510.0,162530.0,40321753.0,16940.0,78634.0
Dade County,9330.0,3700.0,4370.0,2700.0,427520.0,270.0,772.0
Daggett County,420.0,160.0,230.0,160.0,21911.0,0.0,0.0
Dakota County,230160.0,112110.0,91720.0,54280.0,18192392.0,8060.0,45929.0
Dale County,19810.0,7860.0,7900.0,4880.0,911999.0,370.0,1086.0
Dallam County,3340.0,1310.0,1390.0,630.0,147262.0,30.0,118.0
Dallas County,1254240.0,616560.0,381110.0,217060.0,97697738.0,30930.0,160258.0
Dane County,273370.0,148610.0,100840.0,65120.0,22192266.0,5200.0,19598.0
Daniels County,870.0,420.0,380.0,350.0,50741.0,0.0,0.0
Danville city,18140.0,8570.0,4300.0,4970.0,751102.0,690.0,1739.0
Dare County,20230.0,9990.0,7830.0,6560.0,1257221.0,820.0,2115.0
Darke County,25060.0,10710.0,9940.0,7240.0,1242779.0,610.0,2701.0
Darlington County,28040.0,11920.0,8650.0,7010.0,1263279.0,620.0,2020.0
Dauphin County,143110.0,73180.0,46750.0,37350.0,8529125.0,6330.0,29058.0
Davidson County,419120.0,226100.0,123420.0,82440.0,29571713.0,4210.0,15081.0
Davie County,19450.0,7840.0,8890.0,5790.0,1338264.0,240.0,609.0
Daviess County,63420.0,28320.0,26300.0,16420.0,3437375.0,1650.0,5978.0
Davis County,149420.0,59750.0,74610.0,29630.0,10972924.0,3170.0,13225.0
Davison County,9760.0,4940.0,3720.0,2700.0,563765.0,150.0,576.0
Dawes County,3510.0,1640.0,1550.0,1130.0,160329.0,80.0,227.0
Dawson County,31300.0,13370.0,13150.0,8000.0,1740240.0,600.0,2226.0
Day County,2760.0,1300.0,1170.0,1010.0,126226.0,70.0,374.0
De Baca County,780.0,330.0,330.0,290.0,27647.0,0.0,0.0
De Soto Parish,11750.0,4610.0,4110.0,2990.0,617302.0,280.0,958.0
De Witt County,7530.0,3460.0,3170.0,2220.0,439171.0,330.0,1802.0
DeKalb County,456350.0,226510.0,130630.0,91050.0,30135662.0,11070.0,38110.0
DeSoto County,95380.0,39750.0,33660.0,20120.0,5152982.0,1210.0,4051.0
DeWitt County,8210.0,3350.0,3430.0,2490.0,648565.0,230.0,1182.0
Deaf Smith County,7860.0,3120.0,2900.0,1560.0,299266.0,100.0,356.0
Dearborn County,24870.0,11210.0,10540.0,6820.0,1495979.0,630.0,2747.0
Decatur County,32640.0,13830.0,12630.0,8940.0,1487505.0,690.0,2345.0
Deer Lodge County,4250.0,2130.0,1590.0,1490.0,202094.0,210.0,840.0
Defiance County,19090.0,8370.0,7200.0,5640.0,994566.0,590.0,2380.0
Del Norte County,9920.0,4370.0,3870.0,3070.0,486855.0,680.0,3175.0
Delaware,464080.0,221990.0,162750.0,130430.0,31662694.0,16710.0,69102.0
Delaware County,468150.0,220380.0,175560.0,127130.0,39616497.0,15460.0,80558.0
Delta County,33090.0,14760.0,14840.0,11800.0,1596494.0,1600.0,6573.0
Denali Borough,1190.0,680.0,410.0,260.0,80558.0,330.0,824.0
Dent County,5900.0,2300.0,2790.0,1840.0,237137.0,200.0,475.0
Denton County,386060.0,171840.0,163840.0,68250.0,33820044.0,10660.0,58350.0
Denver County,359740.0,221270.0,92600.0,59310.0,31097255.0,9150.0,47627.0
Des Moines County,18790.0,9020.0,7190.0,5700.0,1025393.0,1510.0,4843.0
Deschutes County,94670.0,44890.0,40320.0,28580.0,7111040.0,4460.0,20989.0
Desha County,4740.0,1800.0,1480.0,1210.0,187703.0,170.0,443.0
Deuel County,2920.0,1230.0,1430.0,1000.0,146603.0,80.0,426.0
Dewey County,4520.0,1750.0,1720.0,1150.0,227358.0,170.0,678.0
Dickens County,760.0,280.0,400.0,280.0,34518.0,0.0,0.0
Dickenson County,4840.0,1770.0,2380.0,1220.0,198207.0,150.0,391.0
Dickey County,2420.0,1140.0,1110.0,770.0,132069.0,80.0,218.0
Dickinson County,30800.0,14270.0,13480.0,10490.0,1803466.0,1660.0,6219.0
Dickson County,23960.0,10380.0,9850.0,5610.0,1277939.0,290.0,1083.0
Dillingham Census Ar,2270.0,1290.0,590.0,420.0,101312.0,440.0,845.0
Dillon County,12160.0,4960.0,3060.0,2520.0,429667.0,250.0,749.0
Dimmit County,4060.0,1640.0,1190.0,770.0,181332.0,210.0,841.0
Dinwiddie County,13220.0,5720.0,4680.0,3370.0,681947.0,270.0,927.0
District of Columbia,696640.0,451020.0,116900.0,122100.0,69528742.0,20780.0,96950.0
Divide County,1090.0,510.0,500.0,400.0,76761.0,0.0,0.0
Dixie County,5240.0,2010.0,2120.0,1600.0,550143.0,80.0,286.0
Dixon County,2740.0,1170.0,1280.0,880.0,130986.0,50.0,218.0
Doddridge County,2790.0,1080.0,1350.0,860.0,156931.0,170.0,577.0
Dodge County,77760.0,36670.0,31770.0,21410.0,4323705.0,2680.0,9325.0
Dolores County,850.0,360.0,400.0,300.0,37584.0,30.0,160.0
Dona Ana County,93340.0,42940.0,31440.0,24100.0,4175987.0,3220.0,15434.0
Doniphan County,3340.0,1430.0,1540.0,1040.0,167391.0,110.0,320.0
Donley County,1390.0,580.0,640.0,510.0,50102.0,20.0,101.0
Dooly County,3810.0,1480.0,1090.0,980.0,152802.0,70.0,142.0
Door County,16030.0,7730.0,7220.0,6660.0,1030740.0,890.0,3316.0
Dorchester County,86760.0,37470.0,32070.0,20070.0,4784729.0,1730.0,6594.0
Dougherty County,35450.0,15830.0,7350.0,8180.0,1493085.0,860.0,2017.0
Douglas County,696780.0,324360.0,276620.0,167900.0,55574550.0,19510.0,84719.0
Drew County,6970.0,2660.0,2660.0,1640.0,347424.0,280.0,898.0
DuPage County,470530.0,223200.0,194890.0,120390.0,46621311.0,15430.0,96012.0
Dubois County,22270.0,10580.0,9520.0,6160.0,1480872.0,220.0,790.0
Dubuque County,47250.0,22990.0,19230.0,13000.0,3154668.0,2950.0,11037.0
Duchesne County,7460.0,2550.0,4020.0,1680.0,416550.0,280.0,1220.0
Dukes County,11460.0,6550.0,3760.0,3770.0,924918.0,630.0,4395.0
Dundy County,820.0,360.0,400.0,310.0,32654.0,0.0,0.0
Dunklin County,10870.0,4460.0,4100.0,2830.0,423921.0,600.0,1979.0
Dunn County,21780.0,10470.0,9200.0,5730.0,1266875.0,860.0,3527.0
Duplin County,21350.0,7920.0,7040.0,4930.0,928635.0,290.0,718.0
Durham County,146000.0,73710.0,42770.0,30600.0,9888968.0,1960.0,6053.0
Dutchess County,143800.0,71540.0,52380.0,40090.0,11058073.0,3580.0,18308.0
Duval County,470720.0,230470.0,141410.0,99920.0,29055522.0,6830.0,20326.0
Dyer County,15810.0,6390.0,5860.0,3710.0,858395.0,330.0,1245.0
Eagle County,29190.0,15800.0,10020.0,5350.0,2932392.0,950.0,4501.0
Early County,4030.0,1560.0,1180.0,990.0,152109.0,70.0,158.0
East Baton Rouge Par,195350.0,91840.0,54360.0,45580.0,13752089.0,3570.0,10497.0
East Carroll Parish,2450.0,880.0,480.0,610.0,116863.0,110.0,327.0
East Feliciana Paris,8150.0,3340.0,2720.0,2360.0,435245.0,150.0,507.0
Eastland County,7330.0,3080.0,3330.0,2330.0,337432.0,160.0,772.0
Eaton County,54530.0,26420.0,21440.0,16560.0,3104541.0,2910.0,7791.0
Eau Claire County,48700.0,25540.0,18630.0,12380.0,3432977.0,1600.0,5649.0
Echols County,1310.0,450.0,540.0,260.0,46707.0,30.0,95.0
Ector County,69920.0,30010.0,25780.0,10960.0,4274133.0,1650.0,7572.0
Eddy County,25350.0,10700.0,10040.0,5770.0,1814117.0,670.0,3512.0
Edgar County,8020.0,3600.0,3290.0,2520.0,398126.0,420.0,2033.0
Edgecombe County,21850.0,9440.0,5300.0,5520.0,832732.0,590.0,1179.0
Edgefield County,10670.0,4160.0,4110.0,2770.0,576344.0,220.0,670.0
Edmonson County,4790.0,1780.0,2410.0,1150.0,206666.0,220.0,727.0
Edmunds County,1720.0,740.0,850.0,600.0,118927.0,0.0,0.0
Edwards County,5070.0,2090.0,2390.0,1770.0,258362.0,130.0,664.0
Effingham County,44110.0,18300.0,19350.0,9750.0,2663198.0,1230.0,5366.0
El Dorado County,91410.0,40680.0,41870.0,30840.0,8464817.0,4860.0,24227.0
El Paso County,697720.0,314040.0,258830.0,133120.0,37683772.0,19750.0,91539.0
Elbert County,20290.0,8080.0,9380.0,5580.0,1507661.0,560.0,1879.0
Elk County,17450.0,8630.0,7020.0,5420.0,889110.0,1190.0,5073.0
Elkhart County,95690.0,43480.0,36610.0,21760.0,5923738.0,910.0,3026.0
Elko County,23380.0,10040.0,9840.0,4590.0,1643136.0,710.0,2897.0
Elliott County,2150.0,740.0,1030.0,490.0,86174.0,210.0,1035.0
Ellis County,95100.0,39780.0,40500.0,21150.0,6076521.0,2010.0,9667.0
Ellsworth County,2640.0,1160.0,1210.0,990.0,130942.0,30.0,85.0
Elmore County,47680.0,18810.0,20010.0,11530.0,2567353.0,1090.0,3553.0
Emanuel County,8730.0,3290.0,2840.0,1950.0,348231.0,300.0,611.0
Emery County,3890.0,1390.0,2110.0,1140.0,190231.0,180.0,783.0
Emmet County,22470.0,11010.0,9170.0,7470.0,1440106.0,1540.0,6097.0
Emmons County,1560.0,740.0,710.0,570.0,76036.0,60.0,377.0
Emporia city,2500.0,1150.0,500.0,570.0,90336.0,60.0,164.0
Erath County,16040.0,7180.0,6780.0,3880.0,825845.0,290.0,1385.0
Erie County,619610.0,320960.0,209580.0,170720.0,37722332.0,27530.0,139139.0
Escambia County,160840.0,75700.0,53170.0,43500.0,8805427.0,2090.0,6580.0
Esmeralda County,370.0,180.0,150.0,160.0,18051.0,20.0,105.0
Essex County,809160.0,401070.0,248520.0,187190.0,71560089.0,37780.0,255238.0
Estill County,5370.0,2160.0,2240.0,1270.0,211943.0,250.0,914.0
Etowah County,42140.0,16730.0,16750.0,10910.0,1980732.0,1070.0,2981.0
Eureka County,760.0,320.0,360.0,200.0,47006.0,30.0,129.0
Evangeline Parish,12540.0,4720.0,4680.0,2520.0,594487.0,300.0,825.0
Evans County,4270.0,1680.0,1380.0,1000.0,173692.0,60.0,137.0
Fairbanks North Star,46100.0,23240.0,17550.0,8650.0,3096638.0,9960.0,19833.0
Fairfax County,552430.0,262130.0,229190.0,126900.0,67981885.0,7870.0,34478.0
Fairfax city,12600.0,6500.0,4810.0,3340.0,1214329.0,160.0,715.0
Fairfield County,545430.0,259250.0,203350.0,136960.0,82646439.0,19400.0,124632.0
Fall River County,3490.0,1680.0,1490.0,1430.0,169996.0,60.0,323.0
Fallon County,1370.0,580.0,670.0,410.0,92957.0,20.0,119.0
Falls Church city,6870.0,3420.0,2810.0,1800.0,1108256.0,90.0,460.0
Falls County,6420.0,2670.0,2290.0,1730.0,263060.0,130.0,572.0
Fannin County,24880.0,9850.0,11540.0,7920.0,1302539.0,540.0,1891.0
Faribault County,6900.0,3280.0,2880.0,2380.0,345693.0,360.0,1591.0
Faulk County,960.0,450.0,460.0,390.0,52290.0,0.0,0.0
Faulkner County,50360.0,21260.0,20870.0,10310.0,2869778.0,1420.0,4542.0
Fauquier County,34680.0,15410.0,15340.0,9330.0,3259999.0,520.0,1932.0
Fayette County,354110.0,164920.0,135010.0,94220.0,22925647.0,12320.0,53026.0
Fentress County,6940.0,2810.0,3210.0,1920.0,274952.0,140.0,464.0
Fergus County,5520.0,2520.0,2500.0,1980.0,280520.0,280.0,1301.0
Ferry County,2840.0,1120.0,1340.0,1110.0,134722.0,270.0,1509.0
Fillmore County,12800.0,5760.0,5920.0,4220.0,703510.0,560.0,2904.0
Finney County,17600.0,7890.0,6460.0,3220.0,891469.0,230.0,814.0
Fisher County,1490.0,570.0,730.0,520.0,78889.0,30.0,96.0
Flagler County,54360.0,23460.0,23470.0,22630.0,3463598.0,730.0,3104.0
Flathead County,50470.0,23720.0,21410.0,15400.0,3124782.0,3310.0,13281.0
Fleming County,5970.0,2290.0,2830.0,1510.0,250884.0,270.0,987.0
Florence County,60970.0,26260.0,19410.0,14870.0,3130529.0,1210.0,4108.0
Florida,10180480.0,4923360.0,3375440.0,2733750.0,730385709.0,122480.0,391756.0
Floyd County,108150.0,46480.0,43030.0,27950.0,6132600.0,3430.0,10083.0
Fluvanna County,12470.0,5300.0,5590.0,3910.0,796890.0,180.0,720.0
Foard County,510.0,220.0,220.0,170.0,21214.0,0.0,0.0
Fond du Lac County,51070.0,24830.0,21230.0,14500.0,3157101.0,1630.0,5094.0
Ford County,21830.0,9520.0,8060.0,4880.0,1080095.0,460.0,2164.0
Forest County,6390.0,2950.0,2710.0,2240.0,315199.0,390.0,1654.0
Forrest County,30960.0,13930.0,9300.0,6280.0,1601954.0,560.0,1577.0
Forsyth County,273550.0,115580.0,112630.0,64860.0,21984279.0,4050.0,12083.0
Fort Bend County,341900.0,132770.0,154790.0,69430.0,32906945.0,12490.0,70893.0
Foster County,1660.0,790.0,740.0,510.0,108430.0,40.0,219.0
Fountain County,7920.0,3600.0,3360.0,2390.0,370402.0,150.0,700.0
Franklin County,1078360.0,528930.0,356680.0,245080.0,64802796.0,29120.0,126207.0
Franklin Parish,7680.0,2760.0,2740.0,1950.0,286534.0,320.0,1456.0
Franklin city,3750.0,1610.0,1050.0,1090.0,174014.0,80.0,274.0
Frederick County,170230.0,78060.0,70170.0,40770.0,13100897.0,3910.0,17623.0
Fredericksburg city,12930.0,7050.0,3400.0,2620.0,879369.0,220.0,747.0
Freeborn County,14960.0,7100.0,6000.0,4610.0,809523.0,630.0,2971.0
Freestone County,7860.0,3040.0,3460.0,2350.0,399041.0,270.0,1539.0
Fremont County,44280.0,18980.0,19510.0,14480.0,2268406.0,1820.0,7987.0
Fresno County,401160.0,176670.0,135210.0,78520.0,22402882.0,43730.0,213528.0
Frio County,6440.0,2800.0,1880.0,1250.0,281197.0,230.0,963.0
Frontier County,1160.0,460.0,580.0,430.0,37547.0,0.0,0.0
Fulton County,563060.0,289530.0,164600.0,109430.0,60259668.0,13950.0,49557.0
Furnas County,2270.0,1000.0,1060.0,820.0,94907.0,40.0,107.0
Gadsden County,20060.0,8560.0,4900.0,5230.0,832388.0,200.0,555.0
Gage County,10170.0,4550.0,4470.0,3180.0,541046.0,380.0,835.0
Gaines County,7850.0,2800.0,4110.0,1160.0,418209.0,100.0,435.0
Galax city,2950.0,1350.0,980.0,770.0,115756.0,90.0,222.0
Gallatin County,62990.0,34430.0,23130.0,13600.0,4542570.0,2320.0,9260.0
Gallia County,11920.0,4810.0,4970.0,3350.0,606049.0,620.0,2979.0
Galveston County,155090.0,68710.0,59580.0,36620.0,12037968.0,6350.0,31698.0
Garden County,890.0,410.0,430.0,380.0,34382.0,0.0,0.0
Garfield County,58900.0,26200.0,24440.0,14470.0,3861869.0,1620.0,7086.0
Garland County,43380.0,18650.0,17360.0,14550.0,2294199.0,1150.0,3725.0
Garrard County,6990.0,2570.0,3330.0,1750.0,336309.0,230.0,944.0
Garrett County,13580.0,6110.0,5910.0,3990.0,716828.0,960.0,3878.0
Garvin County,10790.0,4310.0,4740.0,2960.0,540526.0,200.0,852.0
Garza County,1800.0,730.0,770.0,450.0,94206.0,30.0,161.0
Gasconade County,7220.0,3310.0,3130.0,2360.0,322333.0,390.0,678.0
Gaston County,99020.0,43630.0,35920.0,21790.0,5373174.0,1650.0,4444.0
Gates County,4650.0,1910.0,1870.0,1260.0,225867.0,80.0,218.0
Geary County,17360.0,7100.0,7350.0,2560.0,731349.0,390.0,1293.0
Geauga County,47600.0,20980.0,20720.0,15020.0,4511080.0,1270.0,6450.0
Gem County,7820.0,3120.0,3810.0,2540.0,369584.0,390.0,1262.0
Genesee County,220800.0,108140.0,75230.0,64900.0,11363310.0,9710.0,33083.0
Geneva County,10160.0,3800.0,4420.0,2770.0,436600.0,200.0,680.0
Gentry County,2830.0,1230.0,1300.0,870.0,121486.0,60.0,205.0
George County,8920.0,2940.0,4330.0,1930.0,456945.0,470.0,2090.0
Georgetown County,29890.0,12990.0,11480.0,11150.0,1942685.0,610.0,2111.0
Georgia,4541830.0,2000230.0,1552990.0,951250.0,301942791.0,102180.0,262701.0
Gibson County,37060.0,15700.0,15330.0,9660.0,1834306.0,630.0,2393.0
Gila County,21760.0,8910.0,8920.0,8950.0,1053852.0,400.0,1485.0
Gilchrist County,6890.0,2720.0,2900.0,1910.0,333063.0,50.0,196.0
Giles County,20440.0,8770.0,8490.0,5620.0,977730.0,560.0,1768.0
Gillespie County,13720.0,6010.0,6360.0,5610.0,1145240.0,110.0,637.0
Gilliam County,820.0,350.0,380.0,320.0,44417.0,30.0,175.0
Gilmer County,15170.0,5960.0,7080.0,5030.0,766684.0,470.0,1306.0
Gilpin County,2900.0,1500.0,1100.0,780.0,192186.0,70.0,350.0
Glacier County,5120.0,2140.0,1500.0,1140.0,186636.0,390.0,1539.0
Glades County,4180.0,1940.0,1540.0,1350.0,235097.0,70.0,259.0
Gladwin County,11300.0,4800.0,5310.0,4440.0,529190.0,600.0,2099.0
Glascock County,1100.0,420.0,460.0,260.0,50133.0,30.0,50.0
Glasscock County,640.0,270.0,320.0,150.0,80799.0,0.0,0.0
Glenn County,12440.0,5370.0,5050.0,3060.0,627115.0,1400.0,6158.0
Gloucester County,161120.0,75580.0,63310.0,41690.0,11616486.0,9170.0,57804.0
Glynn County,38350.0,17040.0,13630.0,11340.0,2507377.0,1220.0,1848.0
Gogebic County,6630.0,3300.0,2590.0,2460.0,289316.0,360.0,1366.0
Golden Valley County,1250.0,570.0,590.0,460.0,61954.0,0.0,0.0
Goliad County,3240.0,1230.0,1540.0,1040.0,199512.0,90.0,427.0
Gonzales County,9070.0,3780.0,3350.0,2190.0,476593.0,110.0,606.0
Goochland County,11560.0,4720.0,5700.0,4050.0,1750072.0,180.0,656.0
Goodhue County,23790.0,11310.0,10070.0,7250.0,1566968.0,1050.0,5676.0
Gooding County,6290.0,2510.0,2900.0,1740.0,212942.0,200.0,602.0
Gordon County,23250.0,8880.0,9300.0,4660.0,1132038.0,960.0,1390.0
Goshen County,5520.0,2380.0,2510.0,1910.0,280794.0,140.0,506.0
Gosper County,960.0,410.0,500.0,360.0,53392.0,0.0,0.0
Gove County,1340.0,600.0,630.0,510.0,52373.0,0.0,0.0
Grady County,31470.0,12130.0,13790.0,8010.0,1795938.0,670.0,2921.0
Grafton County,44730.0,23220.0,17050.0,13940.0,3688312.0,820.0,3475.0
Graham County,16210.0,6110.0,7220.0,4230.0,745296.0,320.0,886.0
Grainger County,9340.0,3550.0,4420.0,2310.0,410132.0,160.0,535.0
Grand County,12780.0,6810.0,4630.0,3440.0,835308.0,570.0,2155.0
Grand Forks County,33070.0,17770.0,11880.0,7200.0,2160679.0,950.0,4610.0
Grand Isle County,3980.0,1900.0,1710.0,1380.0,271916.0,210.0,958.0
Grand Traverse Count,49480.0,25230.0,19620.0,15610.0,3362979.0,1990.0,6885.0
Granite County,1470.0,670.0,700.0,580.0,80183.0,110.0,535.0
Grant County,145430.0,63100.0,59770.0,40500.0,7106156.0,6340.0,26128.0
Grant Parish,8000.0,2950.0,3410.0,1910.0,395527.0,330.0,1611.0
Granville County,25730.0,10550.0,9470.0,6210.0,1400767.0,400.0,1042.0
Gratiot County,17010.0,7740.0,7040.0,4900.0,821846.0,1040.0,3344.0
Graves County,15190.0,5860.0,6860.0,4030.0,704826.0,670.0,3420.0
Gray County,11220.0,4380.0,5200.0,2950.0,606860.0,200.0,1097.0
